id;durclass_bigram_entropy;durclass_bigram_entropy_norm;durclass_abs_entropy;durclass_abs_hist_02_short;durclass_abs_hist_03_medium;durclass_abs_hist_04_long;durclass_abs_zipf;durclass_rel_entropy;durclass_rel_hist_02_short;durclass_rel_hist_03_medium;durclass_rel_hist_04_long;durclass_rel_zipf;durclass_mean_seg_len;mean_seg_len_02_short;mean_seg_len_03_medium;fuzzyint_bigram_entropy;fuzzyint_bigram_entropy_norm;fuzzyint_entropy;fuzzyint_hist_01_big_jump_up;fuzzyint_hist_02_jump_up;fuzzyint_hist_03_leap_up;fuzzyint_hist_04_step_up;fuzzyint_hist_05_repeat;fuzzyint_hist_06_step_down;fuzzyint_hist_07_leap_down;fuzzyint_hist_08_jump_down;fuzzyint_hist_09_big_jump_down;fuzzyint_zipf;event_density;metrical_event_density;number_notes;total_duration;total_duration_bar;ic_bigram_entropy;ic_bigram_entropy_norm;ic_entropy;ic_hist_density_0;ic_hist_density_1;ic_hist_density_2;ic_hist_density_3;ic_hist_density_4;ic_hist_density_5;ic_max;ic_mean;ic_median;ic_min;ic_range;ic_std;ic_var;ic_zipf;int_bigram_entropy;int_bigram_entropy_norm;abs_int_entropy;abs_int_max;abs_int_mean;abs_int_median;abs_int_mode;abs_int_range;abs_int_std;abs_int_sum;abs_int_var;abs_int_zipf;int_entropy;int_max;int_mean;int_median;int_min;int_range;int_std;int_var;int_zipf;ioiclass_bigram_entropy;ioiclass_bigram_entropy_norm;ioiclass_abs_entropy;ioiclass_abs_hist_02_short;ioiclass_abs_hist_03_medium;ioiclass_abs_hist_04_long;ioiclass_abs_zipf;ioiclass_rel_entropy;ioiclass_rel_hist_02_short;ioiclass_rel_hist_03_medium;ioiclass_rel_zipf;aic_mean_seg_len;aic_mean_seg_len_02_short;aic_mean_seg_len_03_medium;ric_mean_seg_len;ric_mean_seg_len_02_short;ric_mean_seg_len_03_medium;mcm_disp;mcm_entropy;mcm_mean_angle;mcm_mean_length;mcm_std;mcm_var;mcm_zipf;metric_complexity;metric_complexity_compression;metric_complexity_division;syncopicity;parsons_bigram_entropy;parsons_bigram_entropy_norm;mean_segment_length_constant_interval_direction;mean_segment_length_constant_negative_interval_direction;mean_segment_length_constant_positive_interval_direction;parsons_entropy;parsons_hist_ascending;parsons_hist_constant;parsons_hist_descending;parsons_zipf;mean_length_seq_ascending;mean_length_seq_descending;ratio_ascending_descending;pc_bigram_entropy;pc_bigram_entropy_norm;mean_number_of_unique_pc;pc_circ_disp;pc_circ_mean_angle;pc_circ_mean_length;pc_circ_std;pc_circ_var;pc_entropy;pc_hist_density_00_C;pc_hist_density_01_C#;pc_hist_density_02_D;pc_hist_density_03_Eb;pc_hist_density_04_E;pc_hist_density_05_F;pc_hist_density_06_F#;pc_hist_density_07_G;pc_hist_density_08_Ab;pc_hist_density_09_A;pc_hist_density_10_Bb;pc_hist_density_11_B;number_of_unique_pc;pitch_bigram_entropy;pitch_bigram_entropy_norm;pitch_entropy;pitch_max;pitch_mean;pitch_median;pitch_min;pitch_range;pitch_std;pitch_var;pitch_zipf;mean_pattern_distance;mean_pattern_length;extrema_count;extrema_ratio;note_count;CV_dur;nPVI_dur;CV_ioi;nPVI_ioi
2023-02-10-19-19-45_69.0;2.469019378323459;0.5316743838364281;0.6738253085110021;0.65625;0.171875;0.15625;0.6738253085110021;0.6738253085110021;0.65625;0.171875;0.15625;0.6738253085110021;2.1333333333333333;3.230769230769231;1.1;4.1681494262106895;0.6574523725820306;0.6817411699463104;0.3333333333333333;0.1269841269841269;0.0476190476190476;0.0317460317460317;0.0;0.0158730158730158;0.0634920634920634;0.0476190476190476;0.3333333333333333;1.4711116986601398;2.133902373966391;4.267235631417522;64;29.992;14.998;4.245915616866978;0.7562128292911046;0.8508182415398354;0.1269841269841269;0.0158730158730158;0.1269841269841269;0.3333333333333333;0.0793650793650793;0.2698412698412698;6.0;3.2222222222222223;3.0;0.0;6.0;1.6944769708041296;2.871252204585539;1.3617257680573265;5.889680181354675;0.9970863834406144;4.27568691594378;34;12.65079365079365;12.0;12;33;8.29641102393408;797;68.83043587805494;0.823966793166754;4.971183447543533;33;0.2698412698412698;3.0;-34;67;15.126142983659328;228.8002015621063;0.5684441789328992;2.4624045469491973;0.5302499574321766;0.6639106470320607;0.6666666666666666;0.1587301587301587;0.1587301587301587;0.6639106470320607;0.6639106470320607;0.6666666666666666;0.1587301587301587;0.6639106470320607;2.1724137931034484;3.230769230769231;1.1111111111111112;2.1724137931034484;3.230769230769231;1.1111111111111112;58.063541419967166;0.5326730516005317;43.29808137563271;0.0923998649675145;2.1824892951518007;0.9076001350324856;0.2575416398531368;0.6247987651048876;0.8289626095748546;0.4206349206349206;0.59375;1.938366010790704;0.611486394759734;1.575;1.45;1.7;0.6280600218571997;0.5396825396825397;0.0;0.4603174603174603;0.2294818461227681;3.4;3.5;1.1724137931034482;4.568218019798881;0.6371360954096356;10;8.067559369016301;4.944720832504299;0.2415774768002059;1.685565212284546;0.7584225231997941;0.7437705775180115;0.03125;0.015625;0.140625;0.0;0.328125;0.046875;0.015625;0.171875;0.0;0.1875;0.015625;0.046875;10;5.755057701277749;0.9909946573815872;4.071916461662532;91;61.0;60.5;30;61;11.419555595556249;130.40625;0.8763493474501989;;;39;0.609375;64;0.8382175705938011;0.415683182245482;0.8382175705938011;0.415683182245482
2023-02-10-18-44-38_150.0;1.5679788044554106;0.337645857317445;0.7918583525674836;0.7619047619047619;0.238095238095238;0.0;0.7918583525674836;0.7918583525674836;0.7619047619047619;0.238095238095238;0.0;0.7918583525674836;2.625;4.0;1.25;4.553047173344755;0.7181632327694069;0.7619806201929353;0.2903225806451613;0.064516129032258;0.064516129032258;0.0161290322580645;0.0806451612903225;0.032258064516129;0.032258064516129;0.1290322580645161;0.2903225806451613;1.2953821889962254;3.110189573459716;6.221914967162117;63;20.256;10.1255;4.440674173799282;0.7909000281561414;0.8946108227183933;0.2096774193548387;0.032258064516129;0.1451612903225806;0.2258064516129032;0.0967741935483871;0.2580645161290322;6.0;2.870967741935484;3.0;0.0;6.0;1.887854824309617;3.563995837669095;1.0993352598509607;5.930737337562945;1.00000000000001;4.268656093225316;46;12.870967741935484;10.5;12;46;11.156487872270588;798;124.46722164412073;0.8003911782667966;4.910179278883672;46;0.2580645161290322;0.0;-41;87;17.031219420921676;290.0624349635796;0.5845042730993086;1.5800762095988357;0.3402508917218398;0.7982441335646697;0.7580645161290323;0.2419354838709677;0.0;0.7982441335646697;0.7982441335646697;0.7580645161290323;0.2419354838709677;0.7982441335646697;2.8181818181818183;4.2727272727272725;1.3636363636363635;2.8181818181818183;4.2727272727272725;1.3636363636363635;3855.004543019613;0.5358934726387448;10.701918624367314;0.0113879196065761;2.991722637236621;0.988612080393424;0.1375456855175919;0.6129002509065569;0.7580585663292428;0.4677419354838709;0.6190476190476191;2.564273780020016;0.8089383120588891;1.3777777777777778;1.5;1.35;0.8340672586950664;0.4354838709677419;0.0806451612903225;0.4838709677419355;1.471675919626061;3.4;3.25;0.9;4.931872471915063;0.6878555174458534;9;14.62145273877755;1.0299250764506036;0.1818395064480716;1.846418594821572;0.8181604935519284;0.7578244062116096;0.0793650793650793;0.0;0.2539682539682539;0.0158730158730158;0.1904761904761904;0.0;0.0158730158730158;0.0952380952380952;0.0158730158730158;0.1587301587301587;0.0;0.1746031746031746;9;5.857422116838545;0.9957126529161016;4.145532456575208;96;63.07936507936508;63.0;36;60;11.980541879391764;143.53338372385994;0.8491946088182091;;;34;0.5396825396825397;63;0.417933601970636;0.2809790857522676;0.417933601970636;0.2809790857522676
2023-02-10-16-51-55_140.0;1.4153537595611378;0.3047798428120138;0.4699574296866508;0.8253968253968254;0.1587301587301587;0.0158730158730158;0.4699574296866508;0.4699574296866508;0.8253968253968254;0.1587301587301587;0.0158730158730158;0.4699574296866508;2.863636363636364;4.727272727272728;1.0;3.90235423524693;0.6155278489982198;0.7123662557129118;0.3064516129032258;0.1612903225806451;0.032258064516129;0.032258064516129;0.0161290322580645;0.032258064516129;0.032258064516129;0.064516129032258;0.3225806451612903;1.4498079066339131;3.192136197811107;6.382162281083239;63;19.736;9.871262626262626;4.333591075837978;0.7718281436003368;0.8075526340119874;0.1774193548387097;0.0;0.2096774193548387;0.2258064516129032;0.1129032258064516;0.2741935483870967;5.0;2.919354838709677;3.0;0.0;5.0;1.7348271931862616;3.009625390218522;0.4652839704579959;5.86516356707114;0.9970286345535452;4.059971562060697;36;13.112903225806452;11.0;12;36;9.730406016641815;813;94.68080124869928;0.8546873969087839;4.735102618040548;33;-0.2096774193548387;2.5;-36;69;16.327432977595628;266.5850676378772;0.565262603799983;1.539273526128757;0.331464512083314;0.4977589418695841;0.8064516129032258;0.1774193548387097;0.0161290322580645;0.4977589418695841;0.4977589418695841;0.8064516129032258;0.1774193548387097;0.4977589418695841;2.8181818181818183;4.545454545454546;1.1;2.8181818181818183;4.545454545454546;1.1;3855.004543019628;0.5358934726387448;10.701918624367316;0.0113879196065761;2.991722637236622;0.988612080393424;0.1375456855175919;0.5360234329128338;0.5639823496966354;0.5080645161290323;0.7301587301587301;1.9206852885202104;0.6059087478871901;1.2653061224489797;1.1666666666666667;1.375;0.692895476122376;0.532258064516129;0.0161290322580645;0.4516129032258064;2.8654680720478405;3.2857142857142856;3.0;1.1785714285714286;4.893318286018882;0.6824783083553224;9;73.92893799848773;8.135494710070766;0.0819622913407598;2.2367369086169937;0.9180377086592402;0.7945013477313195;0.1428571428571428;0.0;0.1428571428571428;0.0317460317460317;0.1111111111111111;0.0793650793650793;0.0158730158730158;0.1746031746031746;0.0;0.2539682539682539;0.0;0.0476190476190476;9;5.78073038293268;0.9910576693362304;4.278048576346587;100;69.34920634920636;69.0;45;55;10.3787920668517;107.7193247669438;0.7575755039255015;;;46;0.7301587301587301;63;0.514837493285406;0.2489454086310671;0.514837493285406;0.2489454086310671
2023-02-10-16-06-03_87.0;1.5232411057876152;0.3280121182782596;0.4977589418695841;0.8064516129032258;0.1774193548387097;0.0161290322580645;0.4977589418695841;0.4977589418695841;0.8064516129032258;0.1774193548387097;0.0161290322580645;0.4977589418695841;2.48;3.8461538461538463;1.0;4.536243412983086;0.7155127346733914;0.7464978458447838;0.3278688524590163;0.081967213114754;0.0491803278688524;0.0;0.0163934426229508;0.0655737704918032;0.1475409836065573;0.081967213114754;0.2295081967213114;1.2289875827414;2.9888160431932125;5.977343938298386;62;20.744;10.3725;4.603877104485475;0.8199670565898984;0.9586853900389704;0.0983606557377049;0.0983606557377049;0.081967213114754;0.2295081967213114;0.2131147540983606;0.180327868852459;6.0;3.295081967213114;3.0;0.0;6.0;1.7587650501070624;3.0932545014780977;0.5837749257925787;5.906890595608576;1.0000000000000098;4.173205176400375;52;10.63934426229508;9.0;3;52;8.842951786101716;649;78.19779629131953;0.7485625045058781;4.793293436165305;29;0.0491803278688524;-1.0;-52;81;13.834414476887034;191.3910239183016;0.573779894127588;1.802777839668599;0.3882070774797297;0.5760052659723888;0.7704918032786885;0.1967213114754098;0.0327868852459016;0.5760052659723888;0.5760052659723888;0.7704918032786885;0.1967213114754098;0.5760052659723888;2.3461538461538463;3.615384615384616;1.0909090909090908;2.3461538461538463;3.615384615384616;1.0909090909090908;152.21195086021163;0.5341166682414525;29.368570143947924;0.0572200838085544;2.3920076616469483;0.9427799161914456;0.2223701735498064;0.5501575953936363;0.5757250268528463;0.5245901639344263;0.7258064516129032;2.106818623461065;0.6646272774600235;1.4878048780487805;1.5238095238095235;1.4736842105263157;0.6947368149519114;0.4590163934426229;0.0163934426229508;0.5245901639344263;2.835694179710881;3.125;3.375;0.875;5.356646353814502;0.7470993563722007;11;23.4176742655258;2.7577562397037862;0.1445857621777177;1.966663386350893;0.8554142378222822;0.9008041568096644;0.1290322580645161;0.064516129032258;0.1774193548387097;0.064516129032258;0.032258064516129;0.0806451612903225;0.1612903225806451;0.1129032258064516;0.0161290322580645;0.0483870967741935;0.0;0.1129032258064516;11;5.787214591625836;0.9921693324530404;4.421364658134355;102;68.7741935483871;67.0;47;55;11.328552785797646;128.3361082206036;0.6360540410593026;;;38;0.6129032258064516;62;0.4892292081912949;0.3119487105325414;0.4892292081912949;0.3119487105325414
2023-02-10-16-05-47_69.0;1.7352321305443794;0.373661900720607;0.5535651746284465;0.8095238095238095;0.1269841269841269;0.0634920634920634;0.5535651746284465;0.5535651746284465;0.8095238095238095;0.1269841269841269;0.0634920634920634;0.5535651746284465;3.15;5.1;1.1428571428571428;4.349709009510192;0.6860902083694533;0.7245230715710917;0.2741935483870967;0.1774193548387097;0.064516129032258;0.0;0.064516129032258;0.0483870967741935;0.0483870967741935;0.0161290322580645;0.3064516129032258;1.3188847776213493;2.9661016949152543;5.932203389830509;63;21.24;10.62;4.501909214676489;0.8018062089877988;0.8981624249842622;0.1612903225806451;0.0967741935483871;0.0483870967741935;0.1451612903225806;0.2096774193548387;0.3064516129032258;6.0;3.193548387096774;4.0;0.0;6.0;1.8908839857745607;3.575442247658689;1.066080603337759;5.701229140841624;0.9906760364469902;4.216315569066659;40;11.32258064516129;8.5;7;40;8.938452982891802;702;79.89594172736733;0.7598585302647636;4.722927013166947;40;-0.032258064516129;3.0;-37;77;14.425523685843162;208.09573361082207;0.6585110302251298;1.7872713248346663;0.3848679312615337;0.5668826173109698;0.8064516129032258;0.1129032258064516;0.0806451612903225;0.5668826173109698;0.5668826173109698;0.8064516129032258;0.1129032258064516;0.5668826173109698;3.1;5.0;1.1666666666666667;3.1;5.0;1.1666666666666667;83.99973276355259;0.5343353018953302;15.249922254989825;0.0769231985603465;2.2649272730833028;0.9230768014396536;0.2114256929477897;0.556113786771075;0.6283566058002147;0.4838709677419355;0.746031746031746;2.459253311481614;0.7758080428914428;1.4090909090909092;1.368421052631579;1.5238095238095235;0.8034049705195151;0.5161290322580645;0.064516129032258;0.4193548387096774;1.721227120361884;3.571428571428572;3.1666666666666665;1.2307692307692308;4.661632350912421;0.6501647297530561;12;21.960475092225384;9.331705004855207;0.1492023051550774;1.950616385264296;0.8507976948449226;0.8287814325413965;0.0158730158730158;0.1746031746031746;0.0476190476190476;0.0952380952380952;0.0793650793650793;0.0158730158730158;0.0158730158730158;0.0317460317460317;0.3174603174603174;0.0952380952380952;0.0158730158730158;0.0952380952380952;12;5.445974132897776;0.9751138225537892;4.002364996120384;101;66.82539682539682;68.0;45;56;10.688281199578338;114.23935500125974;0.89636855825634;5.5;3.0;35;0.5555555555555556;63;0.6173569133615101;0.2654116704653572;0.6173569133615101;0.2654116704653572
2023-02-10-09-46-03_85.0;1.005655169573091;0.2165560535202266;0.4980278865344766;0.890625;0.109375;0.0;0.4980278865344766;0.4980278865344766;0.890625;0.109375;0.0;0.4980278865344766;4.923076923076923;8.142857142857142;1.1666666666666667;4.643160624658771;0.7323770471771632;0.7868418643230113;0.3174603174603174;0.0952380952380952;0.0476190476190476;0.0317460317460317;0.0952380952380952;0.0317460317460317;0.0476190476190476;0.0952380952380952;0.238095238095238;1.104852805035104;3.5087719298245617;7.016572444227884;64;18.24;9.121262626262626;4.276518690531999;0.7616633466846429;0.8381169427137068;0.2698412698412698;0.0634920634920634;0.0952380952380952;0.0793650793650793;0.1904761904761904;0.3015873015873015;5.0;2.761904761904762;3.0;0.0;5.0;2.02926435739643;4.117913832199546;0.9373985677740542;5.825164052322415;0.9943979089668518;4.054905378090338;53;10.984126984126984;8.0;12;53;9.780920954288186;692;95.66641471403372;0.8667003637301272;4.60103826628982;28;0.0952380952380952;0.0;-53;81;14.7074263561874;216.30839002267572;0.7059754602561037;1.0164490140917304;0.2188803814230601;0.5032583347756459;0.8888888888888888;0.1111111111111111;0.0;0.5032583347756459;0.5032583347756459;0.8888888888888888;0.1111111111111111;0.5032583347756459;4.846153846153846;8.0;1.1666666666666667;4.846153846153846;8.0;1.1666666666666667;127.50000000000011;0.534105323803037;6.000000000000003;0.0624999999999999;2.3548200450309493;0.9375;0.2191443478971256;0.7356038519303825;0.963271195924257;0.5079365079365079;0.578125;2.506038673492419;0.7905671813535571;1.26;1.238095238095238;1.3478260869565215;0.853931793676554;0.492063492063492;0.0952380952380952;0.4126984126984127;1.36117985789431;3.0;3.0;1.1923076923076923;4.691665344774693;0.6543534756403883;11;26.717777850529853;6.70598286121487;0.1355372499716028;1.99925424541404;0.8644627500283971;0.8053763988805133;0.109375;0.0625;0.09375;0.109375;0.015625;0.046875;0.015625;0.375;0.0625;0.0;0.03125;0.078125;11;5.623872582127105;0.9818349655409052;4.056150438178667;82;58.890625;59.0;25;57;9.347655433817348;87.378662109375;0.8557184098586454;;;38;0.59375;64;0.3900561083259677;0.142687438482164;0.3900561083259677;0.142687438482164
2023-02-10-09-12-42_129.0;2.0707807576347754;0.4459183646113791;0.6748012103105497;0.6666666666666666;0.3015873015873015;0.0317460317460317;0.6748012103105497;0.6748012103105497;0.6666666666666666;0.3015873015873015;0.0317460317460317;0.6748012103105497;2.333333333333333;3.230769230769231;1.5833333333333333;4.588535649350986;0.7237609166247162;0.7925076558605939;0.2419354838709677;0.1290322580645161;0.0806451612903225;0.0161290322580645;0.0806451612903225;0.032258064516129;0.0161290322580645;0.1774193548387097;0.2258064516129032;1.2974958903476803;2.741037243299687;5.482133323957658;63;22.984;11.491876661350345;4.181769355693061;0.7447881496629757;0.8401889471152734;0.2258064516129032;0.064516129032258;0.0967741935483871;0.1290322580645161;0.1290322580645161;0.3548387096774194;5.0;2.935483870967742;3.0;0.0;5.0;1.982756046532814;3.931321540062435;0.894768395031714;5.799589796579335;0.9942909573976983;3.896461871026556;40;9.161290322580646;7.0;7;40;7.137347362103493;568;50.9417273673257;0.8904734574115055;4.5388962142279565;24;0.0;0.0;-40;64;11.613396046890657;134.8709677419355;0.7029044115779144;2.1996654917895992;0.473672181458381;0.7091548822622725;0.6612903225806451;0.2903225806451613;0.0483870967741935;0.7091548822622725;0.7091548822622725;0.6612903225806451;0.2903225806451613;0.7091548822622725;2.2962962962962963;3.1538461538461537;1.6363636363636365;2.2962962962962963;3.1538461538461537;1.6363636363636365;16.921390469819414;0.5275078318289822;19.227177257148544;0.1694117757775166;1.8843688516609305;0.8305882242224834;0.3907312016347673;0.8028984059061411;0.9928935860058308;0.6129032258064516;1.0;2.528406818992397;0.7976235456176328;1.4090909090909092;1.4736842105263157;1.45;0.8350980529039517;0.4677419354838709;0.0806451612903225;0.4516129032258064;1.4332238219816813;3.2857142857142856;3.5;1.0357142857142858;4.603412343260214;0.642044699537887;8;22.370305037039337;7.454550515488781;0.1478594286207349;1.955245899208999;0.8521405713792651;0.7000182029345089;0.0;0.1587301587301587;0.0;0.0634920634920634;0.238095238095238;0.0;0.0158730158730158;0.0;0.3333333333333333;0.1111111111111111;0.0317460317460317;0.0476190476190476;8;5.56283078608869;0.9806794185422076;3.683641514311283;81;60.76190476190476;61.0;40;41;9.38034805885237;87.99092970521544;1.023686333292047;6.0;3.0;34;0.5396825396825397;63;0.5100467763148001;0.3194972786861136;0.5100467763148001;0.3194972786861136
2023-02-10-08-28-52_83.0;1.8193343596294904;0.3917723299949449;0.5794054795832981;0.765625;0.203125;0.03125;0.5794054795832981;0.5794054795832981;0.765625;0.203125;0.03125;0.5794054795832981;2.909090909090909;4.454545454545454;1.4444444444444444;4.368651753551443;0.689078093576932;0.761619762438521;0.3015873015873015;0.0793650793650793;0.0952380952380952;0.0158730158730158;0.0793650793650793;0.0158730158730158;0.1111111111111111;0.0317460317460317;0.2698412698412698;1.375077261586552;2.877697841726619;5.7547422582095455;64;22.24;11.121262626262626;4.140932046071245;0.7375148780682524;0.810050929442922;0.1904761904761904;0.0634920634920634;0.0317460317460317;0.365079365079365;0.1587301587301587;0.1904761904761904;5.0;2.8095238095238093;3.0;0.0;5.0;1.6983385238216195;2.8843537414965974;1.1730277199856944;5.84524651196494;0.9936429021643668;4.093833784783457;41;11.38095238095238;9.0;3;41;9.139880467817202;717;83.53741496598639;0.8685319264333566;4.7535722420745365;31;-0.1428571428571428;0.0;-41;72;14.59599547479468;213.0430839002268;0.6539472532859464;1.7993244558991326;0.3874634317619596;0.5847088293835013;0.7619047619047619;0.2063492063492063;0.0317460317460317;0.5847088293835013;0.5847088293835013;0.7619047619047619;0.2063492063492063;0.5847088293835013;3.0;4.8;1.4444444444444444;3.0;4.8;1.4444444444444444;290.84622398917134;0.533324361713477;7.701918624367292;0.0414266967544489;2.523422183002859;0.958573303245551;0.2353553297695366;0.64666265230175;0.8885633998415954;0.4047619047619047;0.609375;2.4511594608629577;0.7732547173033062;1.26;1.173913043478261;1.4090909090909092;0.83119433362877;0.492063492063492;0.0793650793650793;0.4285714285714285;1.5034025374549054;3.125;3.0;1.148148148148148;4.407946249839333;0.6147827556010174;8;21.359369618918176;6.11998493264207;0.1512398316867032;1.9436503866944737;0.8487601683132968;0.7614566778352806;0.0625;0.0;0.109375;0.03125;0.171875;0.0625;0.0;0.28125;0.09375;0.0;0.0;0.1875;8;5.635854923431287;0.9839268837857958;4.018704300075425;91;63.46875;67.0;40;51;10.128809082883338;102.5927734375;0.9323360002390868;;;39;0.609375;64;0.6380118504277469;0.2982485593743234;0.6380118504277469;0.2982485593743234
2023-02-10-05-54-29_106.0;0.7905509533915485;0.1702358817941557;0.3955378064564775;0.921875;0.078125;0.0;0.3955378064564775;0.3955378064564775;0.921875;0.078125;0.0;0.3955378064564775;7.111111111111111;11.8;1.25;4.473332801868754;0.7055896905815425;0.7412714103426887;0.2698412698412698;0.1904761904761904;0.0952380952380952;0.0;0.0476190476190476;0.0158730158730158;0.0476190476190476;0.0634920634920634;0.2698412698412698;1.274907400620679;3.6596523330283626;7.316376107459275;64;17.488;8.747499999999999;4.635670407776343;0.8256295581569546;0.9530093840852112;0.1904761904761904;0.0634920634920634;0.1269841269841269;0.1269841269841269;0.1269841269841269;0.2698412698412698;6.0;3.126984126984127;3.0;0.0;6.0;2.035339084826957;4.142605190224237;0.6398681284629473;5.889680181354675;0.9970863834406144;4.15950998865832;43;11.412698412698411;9.0;12;43;8.91518220065916;719;79.48047367094989;0.6949237275054168;4.667700662166322;32;0.1111111111111111;4.0;-43;75;14.481637098448036;209.71781305114644;0.5706566046502091;0.7996836637441421;0.1722025039244238;0.3999380474390279;0.9206349206349206;0.0793650793650793;0.0;0.3999380474390279;0.3999380474390279;0.9206349206349206;0.0793650793650793;0.3999380474390279;7.0;11.6;1.25;7.0;11.6;1.25;64.90266541940885;0.5333002879233268;13.951840879357109;0.0874353953728691;2.207648113681405;0.9125646046271308;0.1984651963843966;0.4838192419825072;0.539067055393586;0.4285714285714285;0.703125;2.322960789078375;0.7328125391046888;1.4;1.25;1.5909090909090908;0.7630488208808894;0.5555555555555556;0.0476190476190476;0.3968253968253968;2.0476885902945523;3.083333333333333;3.0;1.4;5.103953732886398;0.711855944359206;11;117.7319067663026;0.3087374918416041;0.0650305841767359;2.3379040159737583;0.934969415823264;0.8473086028164062;0.0625;0.09375;0.15625;0.09375;0.0;0.125;0.015625;0.171875;0.015625;0.03125;0.21875;0.015625;11;5.786803733023782;0.9920988941966946;4.384373587245998;99;71.75;70.0;41;58;10.5371367078538;111.03125;0.7784878071053802;;;38;0.59375;64;0.3256238041674468;0.0996122071368991;0.3256238041674468;0.0996122071368991
2023-02-10-04-58-52_139.0;1.542874514786802;0.3322399427837681;0.5020690045634119;0.8225806451612904;0.1451612903225806;0.0;0.5020690045634119;0.5020690045634119;0.8225806451612904;0.1451612903225806;0.0;0.5020690045634119;3.263157894736842;5.1;1.125;4.079936085369414;0.6435382672323553;0.6637980409510127;0.3442622950819672;0.0983606557377049;0.0327868852459016;0.0;0.0983606557377049;0.0;0.0327868852459016;0.0655737704918032;0.3278688524590163;1.331463729685683;2.7887729399064414;5.575539568345324;62;22.232;11.12;4.39129564611608;0.7821055349313568;0.8672822343464175;0.2786885245901639;0.0327868852459016;0.1147540983606557;0.2295081967213114;0.0983606557377049;0.2295081967213114;6.0;2.5901639344262297;3.0;0.0;6.0;1.9365090204386493;3.750067186240257;1.3230961557783716;5.873557262275242;0.9984554923679102;4.2907520913775326;46;13.63934426229508;12.0;12;46;10.050744670046448;832;101.01746842246708;0.7059400384204081;4.977639542687222;39;0.1639344262295081;0.0;-46;85;16.94173266911521;287.02230583176566;0.5546929098842792;1.7038890505368427;0.3669125358120745;0.4391980992016389;0.819672131147541;0.1311475409836065;0.0163934426229508;0.4391980992016389;0.4391980992016389;0.819672131147541;0.1311475409836065;0.4391980992016389;3.210526315789474;5.0;1.1428571428571428;3.210526315789474;5.0;1.1428571428571428;159.66666666666657;0.5341166682414525;31.298081375632705;0.0558726066957702;2.401949649826612;0.9441273933042298;0.2223701735498064;0.4764135162261625;0.5102040816326531;0.4426229508196721;0.6451612903225806;2.5645543836992446;0.8090268326639827;1.2708333333333333;1.238095238095238;1.318181818181818;0.8602605250529958;0.4754098360655737;0.0983606557377049;0.4262295081967213;1.296650941022088;3.0;3.0;1.1153846153846154;4.520260288098854;0.6304473599360595;10;4.890023990942547;1.8245749884399545;0.3045717741113726;1.5419782801585418;0.6954282258886273;0.7474357819206529;0.0483870967741935;0.0161290322580645;0.4032258064516129;0.032258064516129;0.0483870967741935;0.1451612903225806;0.0;0.0;0.0483870967741935;0.1451612903225806;0.032258064516129;0.0806451612903225;10;5.668442255595723;0.9849788120905496;4.0758515394366;89;67.06451612903226;65.0;35;54;11.256354431539972;126.70551508844954;0.8899236513909868;;;37;0.5967741935483871;62;0.946761236491939;0.2655367137332013;0.946761236491939;0.2655367137332013
2023-02-10-04-03-53_166.0;1.1692303765487124;0.2517800570834284;0.625262405223423;0.84375;0.15625;0.0;0.625262405223423;0.625262405223423;0.84375;0.15625;0.0;0.625262405223423;5.818181818181818;9.0;2.0;4.271219741139133;0.6737099046816143;0.6794183852825346;0.3333333333333333;0.0634920634920634;0.0158730158730158;0.0;0.0793650793650793;0.0158730158730158;0.0476190476190476;0.1111111111111111;0.3333333333333333;1.5590223736026143;3.284072249589491;6.5657860989997445;64;19.488;9.7475;4.370634867364572;0.7784257759900889;0.8550602106922423;0.3015873015873015;0.0158730158730158;0.1269841269841269;0.1904761904761904;0.0793650793650793;0.2539682539682539;6.0;2.619047619047619;3.0;0.0;6.0;2.0348438684972856;4.140589569160999;1.4069825176336586;5.889680181354675;0.9970863834406144;4.279698958506423;45;15.0;12.0;12;45;10.748200292319153;945;115.52380952380952;0.7946872143672896;4.870159193946702;45;-0.238095238095238;-2.0;-42;87;18.45175114132548;340.4671201814059;0.6128227018000253;1.181702803093983;0.2544658479510985;0.6312630180916121;0.8412698412698413;0.1587301587301587;0.0;0.6312630180916121;0.6312630180916121;0.8412698412698413;0.1587301587301587;0.6312630180916121;5.727272727272728;8.833333333333334;2.0;5.727272727272728;8.833333333333334;2.0;299.4226560649743;0.5361449971700987;27.0;0.0408300926523868;2.529164251063952;0.9591699073476132;0.1195716945256468;0.5668934240362813;0.6020408163265307;0.5317460317460317;0.765625;2.464017844043493;0.7773110855690174;1.2857142857142858;1.391304347826087;1.238095238095238;0.8286968083015284;0.4126984126984127;0.0793650793650793;0.5079365079365079;1.5399848373208884;3.0;3.125;0.8125;4.421513757335736;0.6166750358541127;8;10.223939416991;7.387490960711807;0.2159274352165324;1.750892844129975;0.7840725647834675;0.6939838680832501;0.015625;0.0;0.078125;0.0;0.28125;0.0;0.0;0.203125;0.03125;0.25;0.015625;0.125;8;5.8065674234656335;0.9912233290437948;4.285178031846046;98;65.609375;69.0;31;67;14.827779237275385;219.863037109375;0.7944014187814273;;;38;0.59375;64;0.4610044863719242;0.1329718262820798;0.4610044863719242;0.1329718262820798
