id;durclass_bigram_entropy;durclass_bigram_entropy_norm;durclass_abs_entropy;durclass_abs_hist_02_short;durclass_abs_hist_03_medium;durclass_abs_hist_04_long;durclass_abs_zipf;durclass_rel_entropy;durclass_rel_hist_02_short;durclass_rel_hist_03_medium;durclass_rel_hist_04_long;durclass_rel_zipf;durclass_mean_seg_len;mean_seg_len_02_short;mean_seg_len_03_medium;fuzzyint_bigram_entropy;fuzzyint_bigram_entropy_norm;fuzzyint_entropy;fuzzyint_hist_01_big_jump_up;fuzzyint_hist_02_jump_up;fuzzyint_hist_03_leap_up;fuzzyint_hist_04_step_up;fuzzyint_hist_05_repeat;fuzzyint_hist_06_step_down;fuzzyint_hist_07_leap_down;fuzzyint_hist_08_jump_down;fuzzyint_hist_09_big_jump_down;fuzzyint_zipf;event_density;metrical_event_density;number_notes;total_duration;total_duration_bar;ic_bigram_entropy;ic_bigram_entropy_norm;ic_entropy;ic_hist_density_0;ic_hist_density_1;ic_hist_density_2;ic_hist_density_3;ic_hist_density_4;ic_hist_density_5;ic_max;ic_mean;ic_median;ic_min;ic_range;ic_std;ic_var;ic_zipf;int_bigram_entropy;int_bigram_entropy_norm;abs_int_entropy;abs_int_max;abs_int_mean;abs_int_median;abs_int_mode;abs_int_range;abs_int_std;abs_int_sum;abs_int_var;abs_int_zipf;int_entropy;int_max;int_mean;int_median;int_min;int_range;int_std;int_var;int_zipf;ioiclass_bigram_entropy;ioiclass_bigram_entropy_norm;ioiclass_abs_entropy;ioiclass_abs_hist_02_short;ioiclass_abs_hist_03_medium;ioiclass_abs_hist_04_long;ioiclass_abs_zipf;ioiclass_rel_entropy;ioiclass_rel_hist_02_short;ioiclass_rel_hist_03_medium;ioiclass_rel_zipf;aic_mean_seg_len;aic_mean_seg_len_02_short;aic_mean_seg_len_03_medium;ric_mean_seg_len;ric_mean_seg_len_02_short;ric_mean_seg_len_03_medium;mcm_disp;mcm_entropy;mcm_mean_angle;mcm_mean_length;mcm_std;mcm_var;mcm_zipf;metric_complexity;metric_complexity_compression;metric_complexity_division;syncopicity;parsons_bigram_entropy;parsons_bigram_entropy_norm;mean_segment_length_constant_interval_direction;mean_segment_length_constant_negative_interval_direction;mean_segment_length_constant_positive_interval_direction;parsons_entropy;parsons_hist_ascending;parsons_hist_constant;parsons_hist_descending;parsons_zipf;mean_length_seq_ascending;mean_length_seq_descending;ratio_ascending_descending;pc_bigram_entropy;pc_bigram_entropy_norm;mean_number_of_unique_pc;pc_circ_disp;pc_circ_mean_angle;pc_circ_mean_length;pc_circ_std;pc_circ_var;pc_entropy;pc_hist_density_00_C;pc_hist_density_01_C#;pc_hist_density_02_D;pc_hist_density_03_Eb;pc_hist_density_04_E;pc_hist_density_05_F;pc_hist_density_06_F#;pc_hist_density_07_G;pc_hist_density_08_Ab;pc_hist_density_09_A;pc_hist_density_10_Bb;pc_hist_density_11_B;number_of_unique_pc;pitch_bigram_entropy;pitch_bigram_entropy_norm;pitch_entropy;pitch_max;pitch_mean;pitch_median;pitch_min;pitch_range;pitch_std;pitch_var;pitch_zipf;mean_pattern_distance;mean_pattern_length;extrema_count;extrema_ratio;note_count;CV_dur;nPVI_dur;CV_ioi;nPVI_ioi
2022-12-17-22-45-38_140.0;2.37038096914591;0.5104337585572172;0.6411691560131875;0.6875;0.203125;0.078125;0.6411691560131875;0.6411691560131875;0.6875;0.203125;0.078125;0.6411691560131875;2.1333333333333333;3.142857142857143;1.0833333333333333;4.400909818067573;0.6941662367508954;0.7277921160453384;0.3015873015873015;0.0952380952380952;0.0952380952380952;0.0158730158730158;0.0634920634920634;0.0;0.0317460317460317;0.0952380952380952;0.3015873015873015;1.2930332971249872;2.306140098010954;4.612026718600495;64;27.752;13.876762626262623;4.264387343120631;0.759502710116026;0.8496858604593766;0.2698412698412698;0.0476190476190476;0.0476190476190476;0.1428571428571428;0.1746031746031746;0.3015873015873015;6.0;2.873015873015873;3.0;0.0;6.0;2.0431229091687726;4.174351221970269;1.3959397862587075;5.889680181354675;0.9970863834406144;4.073228384163404;38;12.492063492063492;12.0;12;38;8.858451288688334;787;78.472159234064;0.9041413943067028;4.718800359767492;38;0.0476190476190476;2.0;-34;72;15.314096184565166;234.52154195011337;0.6166904128120335;2.3670968383196853;0.5097265594769665;0.6327337577568496;0.6984126984126984;0.1904761904761904;0.0793650793650793;0.6327337577568496;0.6327337577568496;0.6984126984126984;0.1904761904761904;0.6327337577568496;2.1724137931034484;3.142857142857143;1.0909090909090908;2.1724137931034484;3.142857142857143;1.0909090909090908;446.0973345805901;0.5355664175928696;16.951840879357114;0.0334600772114883;2.606684589991762;0.9665399227885118;0.1292082662741164;0.6014763769865811;0.7823178333382415;0.4206349206349206;0.625;2.3540434453066563;0.7426180254219167;1.3404255319148937;1.2857142857142858;1.4545454545454546;0.8030501205899169;0.5079365079365079;0.0634920634920634;0.4285714285714285;1.715364072119416;3.25;3.0;1.1851851851851851;3.6485911851236414;0.5088743863275679;8;29.56766620567427;6.062017612154276;0.1289540962140697;2.02400532669729;0.8710459037859303;0.5738143545028864;0.234375;0.0;0.046875;0.203125;0.015625;0.0;0.0;0.453125;0.015625;0.0;0.015625;0.015625;8;5.528634486889006;0.979584578520184;3.4538960907789464;79;62.703125;63.0;36;43;9.980730946898378;99.614990234375;1.1511087569390186;;;38;0.59375;64;0.900786157066058;0.4256173182539981;0.900786157066058;0.4256173182539981
2022-12-17-19-07-17_87.0;2.55828957219978;0.5508976737550272;0.8202145104257108;0.6129032258064516;0.2741935483870967;0.1129032258064516;0.8202145104257108;0.8202145104257108;0.6129032258064516;0.2741935483870967;0.1129032258064516;0.8202145104257108;2.0;2.923076923076923;1.4166666666666667;4.465165704541581;0.7043014744055358;0.758523692337956;0.2786885245901639;0.1311475409836065;0.0655737704918032;0.0655737704918032;0.0327868852459016;0.0163934426229508;0.0491803278688524;0.0491803278688524;0.3114754098360656;1.276331726185389;2.2353619844245745;4.470763730744266;62;27.736;13.867876661350346;4.371241170818244;0.7785337608139722;0.8697556376292466;0.180327868852459;0.0163934426229508;0.2131147540983606;0.1967213114754098;0.1147540983606557;0.2622950819672131;6.0;2.901639344262295;3.0;0.0;6.0;1.789815614945073;3.2034399355012098;1.3693664522177835;5.906890595608576;1.0000000000000098;4.237669511991703;44;13.0327868852459;10.0;5;44;11.200069105633927;795;125.44154797097556;0.8245871084460479;4.734119002158145;41;-0.0491803278688524;2.0;-44;85;17.184081682259425;295.2926632625639;0.6488478535652608;2.5997009427621585;0.5598151270244808;0.8216285796027277;0.5901639344262295;0.3114754098360656;0.0983606557377049;0.8216285796027277;0.8216285796027277;0.5901639344262295;0.3114754098360656;0.8216285796027277;1.7941176470588236;2.4;1.3571428571428572;1.7941176470588236;2.4;1.3571428571428572;108.86864111468472;0.5256460014785684;13.840088199243116;0.0676143058999555;2.321178878321875;0.9323856941000443;0.3959389676708242;0.7560117748167113;0.9464497791416194;0.5655737704918032;0.9032258064516128;2.2105843433374224;0.697361717495401;1.3863636363636365;1.238095238095238;1.5714285714285714;0.7353800603028073;0.5409836065573771;0.0327868852459016;0.4262295081967213;2.3139909657950777;3.2;3.0;1.2692307692307692;5.159925042339088;0.7196623453245481;11;6.812120401494779;0.0862651257997922;0.2614949674927599;1.6378890319138857;0.73850503250724;0.8874731214245645;0.0806451612903225;0.1451612903225806;0.1612903225806451;0.0161290322580645;0.1129032258064516;0.032258064516129;0.0;0.0967741935483871;0.0483870967741935;0.032258064516129;0.1935483870967742;0.0806451612903225;11;5.766802911333433;0.9930171289221283;4.39540271499828;97;58.53225806451613;58.0;38;59;11.55312796903447;133.47476586888655;0.7384983834925042;;;39;0.6290322580645161;62;0.6589077180995457;0.4254401353522259;0.6589077180995457;0.4254401353522259
2022-12-17-18-44-14_73.0;1.941616981334913;0.4181044593090859;0.6301031372222496;0.71875;0.25;0.03125;0.6301031372222496;0.6301031372222496;0.71875;0.25;0.03125;0.6301031372222496;2.4615384615384617;3.8333333333333335;1.3333333333333333;4.501694496704457;0.7100632498649323;0.7713311800277577;0.2539682539682539;0.1904761904761904;0.0634920634920634;0.0158730158730158;0.0793650793650793;0.0158730158730158;0.0158730158730158;0.1428571428571428;0.2222222222222222;1.435099118517021;2.813928948294056;5.628101883842174;64;22.744;11.371507005539264;3.855503007093681;0.6866789405216805;0.7584232989589134;0.2857142857142857;0.0317460317460317;0.0952380952380952;0.1111111111111111;0.0634920634920634;0.4126984126984127;5.0;2.873015873015873;3.0;0.0;5.0;2.119389426092003;4.49181153943059;1.3766868694202412;5.683956189384288;0.9876745961146044;3.616290646967464;36;9.793650793650794;7.0;5;36;8.063554555438385;617;65.02091206853112;1.0600284638117718;4.354187171301033;33;0.492063492063492;3.0;-36;69;12.67652876209754;160.69438145628618;0.8013615843853841;1.9584215572786072;0.4217231277727425;0.6352886353832813;0.7142857142857143;0.2539682539682539;0.0317460317460317;0.6352886353832813;0.6352886353832813;0.7142857142857143;0.2539682539682539;0.6352886353832813;2.423076923076923;3.75;1.3333333333333333;2.423076923076923;3.75;1.3333333333333333;81.18778511423176;0.5302567130623795;14.657863729797198;0.0782359646518544;2.2574436121955705;0.9217640353481455;0.3226638493966822;0.6272102401566687;0.7702934961863533;0.4841269841269841;0.828125;2.4532167179183952;0.7739037096468164;1.3404255319148937;1.1904761904761905;1.5;0.8251918632131279;0.5238095238095238;0.0793650793650793;0.3968253968253968;1.5758517591997825;3.1;3.0;1.32;4.304262615305372;0.6003218463846581;9;11.822201282416724;5.927336047260248;0.2014377458130595;1.790125637553294;0.7985622541869405;0.742470739274547;0.0625;0.0;0.21875;0.015625;0.09375;0.09375;0.0;0.34375;0.0;0.078125;0.078125;0.015625;9;5.421414050346725;0.9760243638391544;3.667084635338055;72;56.390625;55.0;22;50;9.183234022356991;84.331787109375;1.0284142285587503;14.0;4.0;38;0.59375;64;0.5846115147308548;0.3200730129098587;0.5846115147308548;0.3200730129098587
2022-12-17-17-44-57_140.0;1.7994111169545086;0.3874820932044838;0.5901104188423947;0.7580645161290323;0.2096774193548387;0.032258064516129;0.5901104188423947;0.5901104188423947;0.7580645161290323;0.2096774193548387;0.032258064516129;0.5901104188423947;3.1;4.7;1.625;3.798157393651122;0.599092627100478;0.6240239075473122;0.3770491803278688;0.081967213114754;0.0;0.0163934426229508;0.0327868852459016;0.0327868852459016;0.0;0.1311475409836065;0.3278688524590163;1.669736688445916;2.667814113597246;5.335628227194492;62;23.24;11.62;3.7424825312257344;0.6665495876244147;0.7202666676119401;0.2459016393442623;0.0163934426229508;0.2131147540983606;0.0491803278688524;0.0491803278688524;0.4262295081967213;5.0;2.918032786885246;3.0;0.0;5.0;2.0589276372224603;4.239183015318463;1.7207803397919352;5.806890595608573;0.9955426180687394;3.9298338548037015;41;15.114754098360656;12.0;12;41;9.9722539022205;922;99.44584789035204;0.9035760305182152;4.569761107912847;39;-0.1311475409836065;0.0;-41;80;18.10757961923007;327.88443966675624;0.6601528553496896;1.9509198216703327;0.4201077169370684;0.6304811463521158;0.7213114754098361;0.2459016393442623;0.0327868852459016;0.6304811463521158;0.6304811463521158;0.7213114754098361;0.2459016393442623;0.6304811463521158;2.5416666666666665;3.6666666666666665;1.5;2.5416666666666665;3.6666666666666665;1.5;40.20895131320207;0.5318778478672754;32.39767019786851;0.1108255881437496;2.0975211996096417;0.8891744118562503;0.2763838840248542;0.5827573911359194;0.7064983888292159;0.4590163934426229;0.7580645161290323;2.19106911837882;0.6912053494583899;1.3555555555555556;1.3636363636363635;1.380952380952381;0.7414646215243861;0.4754098360655737;0.0327868852459016;0.4918032786885246;2.2048068385364066;3.333333333333333;3.142857142857143;0.9666666666666668;4.115244413231688;0.5739591993506012;7;9.047681621190122;3.848492908225073;0.2288421597748325;1.717394987590808;0.7711578402251675;0.6396656132599464;0.064516129032258;0.0;0.1612903225806451;0.0;0.4032258064516129;0.0161290322580645;0.0;0.0806451612903225;0.0;0.2258064516129032;0.0;0.0483870967741935;7;5.656067050642223;0.9874555862828484;3.973648124588968;100;63.20967741935484;64.0;43;57;12.117884805278775;146.84313215400627;0.861506351110198;;;40;0.6451612903225806;62;0.7159497405086308;0.2934740302939368;0.7159497405086308;0.2934740302939368
2022-12-17-17-22-36_96.0;2.1756775010717178;0.4685066488196442;0.7044781290100727;0.6935483870967742;0.2419354838709677;0.064516129032258;0.7044781290100727;0.7044781290100727;0.6935483870967742;0.2419354838709677;0.064516129032258;0.7044781290100727;2.48;3.909090909090909;1.3636363636363635;4.673290388425156;0.7371294882842361;0.7714722283763131;0.2622950819672131;0.1311475409836065;0.0327868852459016;0.0163934426229508;0.0491803278688524;0.0491803278688524;0.0491803278688524;0.1147540983606557;0.2950819672131147;1.2649515471885548;2.557755775577558;5.114978687588802;62;24.24;12.121262626262626;4.069892104197006;0.7248624091345824;0.8221038120396256;0.1475409836065573;0.0163934426229508;0.2295081967213114;0.0983606557377049;0.081967213114754;0.3934426229508196;6.0;3.262295081967213;4.0;0.0;6.0;1.8721569864140912;3.504971781779092;1.4882182861818154;5.806890595608573;0.9955426180687394;4.204504141724417;43;13.655737704918034;10.0;7;43;11.114729919215444;833;123.53722117710296;0.8098884400417525;4.805668641118803;41;-0.1147540983606557;-2.0;-43;84;17.606908443549436;310.0032249395324;0.5549707029752049;2.2827260307920545;0.4915582949830301;0.7386117291867861;0.6557377049180327;0.2786885245901639;0.0655737704918032;0.7386117291867861;0.7386117291867861;0.6557377049180327;0.2786885245901639;0.7386117291867861;2.44;3.636363636363636;1.5454545454545454;2.44;3.636363636363636;1.5454545454545454;258.7318097976146;0.5345805605839625;17.17665999158604;0.0439178282770873;2.5001739660457307;0.9560821717229128;0.1897627501589821;0.6832849689992547;0.8665699379985095;0.5;0.6290322580645161;2.364847048973737;0.7460261829215942;1.525;1.7222222222222223;1.4210526315789471;0.7763336374598976;0.4426229508196721;0.0491803278688524;0.5081967213114754;1.9183067627480737;3.0;3.083333333333333;0.8709677419354839;4.613709527273771;0.6434808629582138;9;44.080484787074205;6.234402183939209;0.1059040597410342;2.11906663014648;0.8940959402589658;0.7460901571743815;0.2419354838709677;0.0161290322580645;0.1129032258064516;0.0;0.032258064516129;0.2096774193548387;0.0;0.2419354838709677;0.0483870967741935;0.0806451612903225;0.0;0.0161290322580645;9;5.734016026087527;0.9918109770394706;4.174800843976242;101;65.95161290322581;65.0;36;65;13.547321386657286;183.5299167533819;0.7920710904644785;;;33;0.532258064516129;62;0.6098688048242079;0.3305820541953886;0.6098688048242079;0.3305820541953886
2022-12-17-17-11-06_69.0;1.3810353138922076;0.2973897677824519;0.4452513941400436;0.8412698412698413;0.1428571428571428;0.0158730158730158;0.4452513941400436;0.4452513941400436;0.8412698412698413;0.1428571428571428;0.0158730158730158;0.4452513941400436;3.0;4.818181818181818;1.0;3.8952689318775953;0.6144102668210214;0.6598196050648417;0.3870967741935484;0.0483870967741935;0.032258064516129;0.0161290322580645;0.0483870967741935;0.0161290322580645;0.0161290322580645;0.1129032258064516;0.3225806451612903;1.6704784093711131;3.2744282744282747;6.548856548856549;63;19.24;9.62;4.479860395529826;0.7978792350641555;0.880467970779785;0.2741935483870967;0.0483870967741935;0.1451612903225806;0.1290322580645161;0.1129032258064516;0.2741935483870967;6.0;2.6451612903225805;3.0;0.0;6.0;2.008825480895518;4.035379812695109;1.2284386164694905;5.930737337562945;1.00000000000001;4.46605659254028;60;15.258064516129032;12.0;12;60;12.001257304926993;946;144.0301768990635;0.7541736765788962;4.964130536431197;48;0.1935483870967742;0.0;-60;108;19.411369057829784;376.8012486992716;0.5712607950081426;1.505560717539019;0.3242048539001063;0.4746952426964614;0.8225806451612904;0.1612903225806451;0.0161290322580645;0.4746952426964614;0.4746952426964614;0.8225806451612904;0.1612903225806451;0.4746952426964614;2.952380952380953;4.636363636363637;1.1111111111111112;2.952380952380953;4.636363636363637;1.1111111111111112;112.99545698039532;0.5314454385335303;7.298081375632717;0.0663736595293976;2.3291436173142848;0.9336263404706024;0.2843758284569159;0.6151362026938063;0.6980143408714836;0.532258064516129;0.8253968253968254;2.2431653657171253;0.7076398857059671;1.2916666666666667;1.2608695652173914;1.3636363636363635;0.7766248359915249;0.4838709677419355;0.0483870967741935;0.4677419354838709;1.8754788276923484;3.142857142857143;3.0;1.0344827586206895;4.671522319494478;0.6515440982373941;9;12.001280241182986;4.445368532736444;0.1999897588571973;1.7941511193091684;0.8000102411428026;0.7371550306239523;0.0793650793650793;0.0;0.2222222222222222;0.1587301587301587;0.0;0.0952380952380952;0.0158730158730158;0.3174603174603174;0.0;0.0317460317460317;0.0634920634920634;0.0158730158730158;9;5.728389858774026;0.986402576673306;4.11803097195853;99;66.52380952380952;66.0;36;63;12.427385457007928;154.43990929705214;0.8916119705525567;;;41;0.6507936507936508;63;0.4648724760639175;0.2516900017647264;0.4648724760639175;0.2516900017647264
2022-12-17-09-34-54_72.0;2.479785546070988;0.5339927518710013;0.7974126641173814;0.65625;0.203125;0.140625;0.7974126641173814;0.7974126641173814;0.65625;0.203125;0.140625;0.7974126641173814;2.4615384615384617;3.5;1.625;4.445107232816945;0.7011376027499746;0.7329904212774692;0.3492063492063492;0.1111111111111111;0.0317460317460317;0.0317460317460317;0.0317460317460317;0.0317460317460317;0.0634920634920634;0.0634920634920634;0.2857142857142857;1.284047838576425;2.226551628165878;4.452948338841538;64;28.744;14.3725;4.564858157364032;0.8130176418908756;0.8916687023348957;0.1587301587301587;0.0158730158730158;0.1269841269841269;0.2857142857142857;0.1428571428571428;0.2222222222222222;6.0;3.095238095238096;3.0;0.0;6.0;1.7522256659975333;3.0702947845805;1.1958059240861647;5.889680181354675;0.9970863834406144;4.142873075638077;32;11.22222222222222;9.0;9;32;7.345108391572626;707;53.95061728395062;0.794343060078654;4.782292423259559;32;-0.0793650793650793;2.0;-30;62;13.412031541607195;179.8825900730663;0.6264681880844658;2.566976706131171;0.5527683462255742;0.8198002524066239;0.6349206349206349;0.2222222222222222;0.1428571428571428;0.8198002524066239;0.8198002524066239;0.6349206349206349;0.2222222222222222;0.8198002524066239;2.25;3.076923076923077;1.5555555555555556;2.25;3.076923076923077;1.5555555555555556;119.4690624259902;0.5314913505497311;36.54200682361039;0.0645580449286238;2.341021374739182;0.9354419550713762;0.2953095979077828;0.7172711931848144;0.8789868308140733;0.5555555555555556;0.59375;2.247418582705711;0.7089816262792142;1.431818181818182;1.3333333333333333;1.5714285714285714;0.7360615926706146;0.5238095238095238;0.0317460317460317;0.4444444444444444;2.302478118951609;3.333333333333333;3.4;1.1785714285714286;4.696787312975229;0.6550678440890828;8;25.177286737329183;2.953934134229465;0.1395437651043185;1.9846294357268788;0.8604562348956815;0.7413504679392118;0.1875;0.0;0.25;0.03125;0.0;0.21875;0.0;0.15625;0.046875;0.03125;0.078125;0.0;8;5.8065674234656335;0.9912233290437948;4.297376767019894;91;62.90625;63.5;41;50;10.996759110642554;120.9287109375;0.790492842772599;;;39;0.609375;64;0.7840893563502729;0.393952227316674;0.7840893563502729;0.393952227316674
2022-12-17-09-23-23_127.0;1.6553477902272375;0.3564597443547319;0.5651157966109899;0.7777777777777778;0.1904761904761904;0.0317460317460317;0.5651157966109899;0.5651157966109899;0.7777777777777778;0.1904761904761904;0.0317460317460317;0.5651157966109899;3.3157894736842106;5.444444444444445;1.5;4.278069404560726;0.6747903187952726;0.7474434142541766;0.2741935483870967;0.064516129032258;0.0806451612903225;0.032258064516129;0.0161290322580645;0.032258064516129;0.064516129032258;0.0967741935483871;0.3387096774193548;1.3157818791208902;2.9661016949152543;5.932203389830509;63;21.24;10.62;4.305187903201078;0.7667694364853699;0.8208267920858999;0.1451612903225806;0.0483870967741935;0.1774193548387097;0.3064516129032258;0.0483870967741935;0.2741935483870967;5.0;2.8870967741935485;3.0;0.0;5.0;1.6762557999195071;2.809833506763787;1.0944017706249385;5.734016026087527;0.9918109770394706;4.104663496466618;49;12.306451612903226;10.0;3;49;9.92648576622228;763;98.53511966701352;0.8910894043391094;4.732444601324734;49;-0.2741935483870967;-2.5;-39;88;15.808500525532612;249.90868886576484;0.6377962588347804;1.6720132229722182;0.3600484499614378;0.570507251496574;0.7741935483870968;0.1935483870967742;0.032258064516129;0.570507251496574;0.570507251496574;0.7741935483870968;0.1935483870967742;0.570507251496574;3.263157894736842;5.333333333333333;1.5;3.263157894736842;5.333333333333333;1.5;67.59727418823718;0.534204067487282;3.542006823610401;0.0856880259947328;2.216773413389352;0.9143119740052672;0.188454841305434;0.749754220770471;0.9672503770248132;0.532258064516129;0.5873015873015873;2.069292120209584;0.6527889837355958;1.441860465116279;1.5714285714285714;1.3333333333333333;0.6928954761223761;0.4516129032258064;0.0161290322580645;0.532258064516129;2.8654680720478405;3.1666666666666665;3.5;0.8484848484848485;4.342014907512679;0.6055872141813524;7;8.17433123112267;5.744599462367574;0.2400860913620808;1.6892351558939116;0.7599139086379192;0.6668246454898646;0.0317460317460317;0.0;0.1428571428571428;0.0;0.2698412698412698;0.0158730158730158;0.0;0.3174603174603174;0.0;0.1269841269841269;0.0;0.0952380952380952;7;5.290979931697177;0.9634234271913162;3.594966071642512;101;59.19047619047619;55.0;40;61;10.22113767292067;104.4716553287982;1.033700033397664;25.0;3.0;40;0.6349206349206349;63;0.5867164801604381;0.2466691802724807;0.5867164801604381;0.2466691802724807
2022-12-17-02-15-08_164.0;1.873702879828036;0.4034799535682715;0.5930061525896767;0.7741935483870968;0.1774193548387097;0.0483870967741935;0.5930061525896767;0.5930061525896767;0.7741935483870968;0.1774193548387097;0.0483870967741935;0.5930061525896767;2.952380952380953;4.8;1.375;4.8024795538337095;0.7575068103580663;0.8282535772715505;0.2295081967213114;0.1311475409836065;0.081967213114754;0.0327868852459016;0.0491803278688524;0.0327868852459016;0.0655737704918032;0.1639344262295081;0.2131147540983606;0.9820964717631095;2.819206984357949;5.638926784902229;62;21.992;10.995;4.301515280317534;0.7661153291520421;0.8548249292768079;0.1475409836065573;0.0491803278688524;0.081967213114754;0.1147540983606557;0.2459016393442623;0.3442622950819672;6.0;3.360655737704918;4.0;0.0;6.0;1.801936907660308;3.246976619188391;1.3513695143953068;5.840223928941907;0.9969687395366366;4.160979190379276;43;11.065573770491802;7.0;7;43;9.507320479692178;675;90.38914270357432;0.8110149064926001;4.844854862849353;31;-0.3442622950819672;0.0;-43;74;14.584839699014706;212.71754904595537;0.608648870565761;2.0355815378259554;0.4383386251943134;0.639007561878167;0.7377049180327869;0.2131147540983606;0.0491803278688524;0.639007561878167;0.639007561878167;0.7377049180327869;0.2131147540983606;0.639007561878167;2.44;3.75;1.3;2.44;3.75;1.3;37.02938443729709;0.5322996043673573;43.84008819924311;0.1154248401070356;2.0780450889450064;0.8845751598929643;0.2697747033529221;0.6795812176374237;0.891949320520749;0.4672131147540984;0.5967741935483871;2.276249141694666;0.7180766550183288;1.2708333333333333;1.2608695652173914;1.318181818181818;0.7783934727475865;0.4754098360655737;0.0491803278688524;0.4754098360655737;1.8426765286489684;3.1666666666666665;3.2;1.0;4.780918231211807;0.6668017071657054;12;264.4117143041961;7.253452353619679;0.0434444617178908;2.504504701027554;0.9565555382821092;0.8132696797296679;0.0161290322580645;0.064516129032258;0.1935483870967742;0.032258064516129;0.1774193548387097;0.0161290322580645;0.032258064516129;0.0483870967741935;0.0967741935483871;0.2903225806451613;0.0161290322580645;0.0161290322580645;12;5.62328016539632;0.9864642805537932;3.972826409510862;89;64.04838709677419;62.0;37;52;10.128890999631407;102.59443288241415;0.9307520474199624;;;41;0.6612903225806451;62;0.6980377089068052;0.2856095200565179;0.6980377089068052;0.2856095200565179
2022-12-17-02-15-02_161.0;1.7806624822329131;0.3834447944692477;0.6023878729360205;0.765625;0.1875;0.046875;0.6023878729360205;0.6023878729360205;0.765625;0.1875;0.046875;0.6023878729360205;3.2;5.444444444444445;1.5;4.7031054811079205;0.7418322955539978;0.7640744909480772;0.238095238095238;0.1269841269841269;0.0793650793650793;0.0158730158730158;0.0952380952380952;0.0;0.0793650793650793;0.0634920634920634;0.3015873015873015;1.1294746557705466;2.943340691685062;5.8858693153078585;64;21.744000000000003;10.8735;4.501952761720642;0.801813964872851;0.9061389983114416;0.1746031746031746;0.0952380952380952;0.0793650793650793;0.1428571428571428;0.2539682539682539;0.238095238095238;6.0;2.984126984126984;4.0;0.0;6.0;1.838668112607459;3.380700428319476;1.0975833157090178;5.954196310386934;1.00000000000001;4.355362312906538;33;11.301587301587302;8.0;7;33;8.728051693783817;712;76.17888636936254;0.7128146300995889;4.971183447543535;29;-0.1904761904761904;0.0;-33;62;14.278252019264247;203.8684807256236;0.5748471411752091;1.6898914910349194;0.3638983254382166;0.5651157966109899;0.7777777777777778;0.1904761904761904;0.0317460317460317;0.5651157966109899;0.5651157966109899;0.7777777777777778;0.1904761904761904;0.5651157966109899;3.3157894736842106;5.444444444444445;1.5;3.3157894736842106;5.444444444444445;1.5;119.46906242599032;0.5356391481285857;47.4579931763896;0.0645580449286238;2.341021374739182;0.9354419550713762;0.1452643404669281;0.5353654282225712;0.5866038723181581;0.4841269841269841;0.71875;2.646798729322982;0.834972035022498;1.4;1.4736842105263157;1.45;0.8569775982223842;0.4603174603174603;0.0952380952380952;0.4444444444444444;1.2851380941786188;3.2857142857142856;3.2857142857142856;1.0357142857142858;4.577584535128769;0.6384424570979383;10;15.362239699871209;6.775917128727304;0.1775426704877908;1.8593247709010432;0.8224573295122092;0.7343071635011892;0.03125;0.109375;0.0;0.125;0.1875;0.03125;0.015625;0.0;0.390625;0.046875;0.03125;0.03125;10;5.8065674234656335;0.9912233290437948;3.94325775357557;83;62.5;61.0;44;39;10.417833268007316;108.53125;0.9422471279693844;;;32;0.5;64;0.5752505687842941;0.2542502619887814;0.5752505687842941;0.2542502619887814
